sex;age;marital;income;ls;smoke
FEMALE;33;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;64;MARRIED;1900;PLEASED;YES
MALE;54;MARRIED;7000;PLEASED;NO
FEMALE;20;SINGLE;NA;PLEASED;YES
MALE;55;DIVORCED;NA;MOSTLY DISSATISFIED;NO
FEMALE;78;WIDOWED;1100;MOSTLY DISSATISFIED;NO
MALE;29;SINGLE;2200;PLEASED;NO
FEMALE;59;MARRIED;-8;PLEASED;NO
FEMALE;45;MARRIED;NA;MIXED;YES
MALE;68;MARRIED;4000;MIXED;NO
MALE;36;MARRIED;1800;MOSTLY SATISFIED;NO
MALE;55;SINGLE;200;MIXED;NO
FEMALE;75;MARRIED;900;PLEASED;NO
FEMALE;43;MARRIED;800;MOSTLY SATISFIED;YES
FEMALE;49;DIVORCED;800;UNHAPPY;YES
FEMALE;59;MARRIED;1600;PLEASED;NO
FEMALE;58;MARRIED;1000;MIXED;NO
FEMALE;40;WIDOWED;1200;MOSTLY DISSATISFIED;NO
FEMALE;81;WIDOWED;826;MOSTLY DISSATISFIED;NO
MALE;74;MARRIED;2000;MOSTLY SATISFIED;NO
MALE;17;SINGLE;NA;PLEASED;NO
MALE;72;MARRIED;1270;MOSTLY SATISFIED;NO
FEMALE;23;SINGLE;1100;MOSTLY SATISFIED;NO
MALE;52;MARRIED;1600;MIXED;NO
FEMALE;54;MARRIED;820;MOSTLY SATISFIED;NO
FEMALE;71;WIDOWED;730;MOSTLY DISSATISFIED;NO
FEMALE;55;MARRIED;1500;PLEASED;YES
FEMALE;59;WIDOWED;1700;MOSTLY SATISFIED;NO
MALE;72;WIDOWED;710;PLEASED;NO
MALE;81;WIDOWED;1600;MOSTLY DISSATISFIED;NO
FEMALE;25;MARRIED;300;MOSTLY DISSATISFIED;NO
MALE;61;MARRIED;-8;PLEASED;NO
FEMALE;72;NA;800;PLEASED;NO
MALE;66;MARRIED;860;PLEASED;NO
MALE;52;SINGLE;NA;MOSTLY DISSATISFIED;NO
MALE;18;SINGLE;200;MOSTLY SATISFIED;NO
MALE;33;SINGLE;6000;PLEASED;NO
MALE;78;WIDOWED;1100;PLEASED;NO
FEMALE;43;DIVORCED;1200;MIXED;YES
FEMALE;58;MARRIED;760;MOSTLY SATISFIED;NO
FEMALE;51;SINGLE;2000;PLEASED;NO
FEMALE;61;MARRIED;NA;MOSTLY DISSATISFIED;NO
MALE;56;MARRIED;1200;MOSTLY SATISFIED;YES
MALE;28;SINGLE;6000;PLEASED;NO
FEMALE;40;MARRIED;1500;PLEASED;NO
MALE;55;MARRIED;2000;MOSTLY SATISFIED;NO
FEMALE;39;MARRIED;604;MOSTLY SATISFIED;NO
FEMALE;57;MARRIED;850;MOSTLY SATISFIED;NO
FEMALE;55;WIDOWED;1200;MOSTLY SATISFIED;YES
FEMALE;65;MARRIED;2000;MIXED;NO
MALE;64;MARRIED;-8;MOSTLY SATISFIED;YES
MALE;82;WIDOWED;900;MOSTLY SATISFIED;NO
MALE;27;SINGLE;1181;MIXED;NO
FEMALE;48;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;25;SINGLE;1400;PLEASED;YES
MALE;89;MARRIED;900;MIXED;NO
FEMALE;63;MARRIED;3000;PLEASED;NO
MALE;42;MARRIED;10000;PLEASED;NO
FEMALE;53;MARRIED;1500;PLEASED;YES
MALE;56;MARRIED;1500;PLEASED;NO
FEMALE;50;MARRIED;-8;PLEASED;NO
FEMALE;70;DIVORCED;1500;MIXED;NO
FEMALE;69;MARRIED;900;MOSTLY DISSATISFIED;NO
MALE;55;MARRIED;1500;PLEASED;NO
FEMALE;55;MARRIED;NA;MIXED;YES
MALE;73;MARRIED;720;PLEASED;NO
FEMALE;88;WIDOWED;2000;PLEASED;NO
MALE;21;SINGLE;1500;DELIGHTED;NO
MALE;27;SINGLE;3200;PLEASED;NO
FEMALE;35;MARRIED;NA;PLEASED;NO
FEMALE;79;WIDOWED;700;MOSTLY SATISFIED;NO
MALE;55;MARRIED;600;MOSTLY DISSATISFIED;YES
FEMALE;89;WIDOWED;850;MIXED;NO
FEMALE;40;MARRIED;1500;MIXED;NO
FEMALE;24;SINGLE;1000;PLEASED;YES
FEMALE;66;MARRIED;800;MOSTLY SATISFIED;NO
FEMALE;53;MARRIED;1000;MOSTLY SATISFIED;NO
FEMALE;41;MARRIED;2000;MOSTLY SATISFIED;NO
MALE;66;MARRIED;750;PLEASED;NO
MALE;55;MARRIED;3500;MIXED;NO
FEMALE;38;SINGLE;-8;MOSTLY SATISFIED;NO
MALE;23;SINGLE;NA;MOSTLY SATISFIED;YES
MALE;30;MARRIED;3000;MOSTLY SATISFIED;NO
MALE;64;MARRIED;2000;MIXED;NO
FEMALE;27;SINGLE;800;PLEASED;NO
FEMALE;29;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;74;MARRIED;-8;PLEASED;NO
FEMALE;33;MARRIED;1460;PLEASED;YES
FEMALE;28;SINGLE;950;MOSTLY SATISFIED;NO
FEMALE;45;MARRIED;1700;MOSTLY SATISFIED;NO
FEMALE;27;SINGLE;1200;MOSTLY SATISFIED;NO
FEMALE;44;MARRIED;-8;MOSTLY SATISFIED;YES
FEMALE;23;SINGLE;NA;UNHAPPY;NO
FEMALE;34;SINGLE;700;MOSTLY DISSATISFIED;YES
FEMALE;63;MARRIED;1100;MOSTLY SATISFIED;NO
FEMALE;37;MARRIED;1600;MOSTLY SATISFIED;NO
FEMALE;67;WIDOWED;1430;MOSTLY SATISFIED;YES
MALE;72;MARRIED;1300;PLEASED;NO
FEMALE;64;WIDOWED;1800;PLEASED;NO
FEMALE;35;DIVORCED;NA;MIXED;YES
MALE;55;MARRIED;2200;PLEASED;YES
FEMALE;67;MARRIED;820;MOSTLY DISSATISFIED;NO
FEMALE;29;MARRIED;NA;MIXED;NO
MALE;51;MARRIED;2000;PLEASED;NO
MALE;51;MARRIED;900;MOSTLY SATISFIED;YES
FEMALE;68;MARRIED;1100;MOSTLY SATISFIED;NO
FEMALE;21;SINGLE;NA;MIXED;NO
FEMALE;53;MARRIED;1700;PLEASED;NO
FEMALE;32;MARRIED;1800;PLEASED;NO
FEMALE;41;MARRIED;-8;PLEASED;NO
MALE;62;MARRIED;865;PLEASED;NO
FEMALE;24;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;78;WIDOWED;1000;MIXED;NO
FEMALE;60;MARRIED;NA;MIXED;NO
FEMALE;42;MARRIED;3000;MOSTLY SATISFIED;NO
MALE;56;MARRIED;9000;MOSTLY SATISFIED;NO
FEMALE;43;MARRIED;400;MOSTLY SATISFIED;NO
FEMALE;18;SINGLE;NA;PLEASED;NO
MALE;45;MARRIED;1800;DELIGHTED;NO
FEMALE;70;MARRIED;1100;MIXED;NO
FEMALE;36;SINGLE;-8;MOSTLY DISSATISFIED;NO
MALE;75;MARRIED;1000;PLEASED;NO
FEMALE;25;SINGLE;1300;MIXED;YES
FEMALE;48;MARRIED;2200;PLEASED;NO
FEMALE;57;MARRIED;NA;MIXED;NO
MALE;31;SINGLE;2000;MOSTLY SATISFIED;NO
FEMALE;82;WIDOWED;1200;PLEASED;NO
FEMALE;39;MARRIED;500;DELIGHTED;NO
FEMALE;54;MARRIED;-8;MIXED;YES
FEMALE;38;MARRIED;2300;PLEASED;NO
FEMALE;53;WIDOWED;1800;MOSTLY SATISFIED;YES
MALE;81;MARRIED;830;MIXED;NO
FEMALE;23;SINGLE;1000;MOSTLY SATISFIED;NO
MALE;49;LEGALLY SEPARATED;580;MOSTLY SATISFIED;YES
FEMALE;76;WIDOWED;2000;MIXED;NO
MALE;47;DIVORCED;2400;MIXED;YES
MALE;32;MARRIED;2000;PLEASED;NO
FEMALE;29;MARRIED;3500;PLEASED;NO
MALE;31;MARRIED;1300;MIXED;YES
FEMALE;57;MARRIED;2000;MIXED;NO
FEMALE;42;MARRIED;-8;MOSTLY SATISFIED;YES
FEMALE;74;WIDOWED;850;MOSTLY SATISFIED;NO
MALE;29;MARRIED;3700;PLEASED;NO
FEMALE;20;SINGLE;500;MOSTLY SATISFIED;NO
FEMALE;57;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;26;SINGLE;2500;PLEASED;YES
FEMALE;32;SINGLE;1200;DELIGHTED;YES
FEMALE;25;SINGLE;1300;PLEASED;NO
FEMALE;48;MARRIED;2500;PLEASED;YES
MALE;37;MARRIED;1350;PLEASED;NO
FEMALE;53;MARRIED;1000;MOSTLY SATISFIED;YES
FEMALE;17;SINGLE;1000;PLEASED;NO
MALE;36;SINGLE;2850;PLEASED;NO
MALE;21;SINGLE;1500;MOSTLY SATISFIED;YES
MALE;74;MARRIED;650;PLEASED;YES
MALE;17;SINGLE;-8;PLEASED;NO
MALE;22;SINGLE;2400;MOSTLY SATISFIED;YES
MALE;58;SINGLE;1000;MOSTLY SATISFIED;NO
FEMALE;33;MARRIED;1000;PLEASED;NO
FEMALE;23;SINGLE;NA;PLEASED;NO
MALE;47;MARRIED;-8;PLEASED;NO
FEMALE;73;MARRIED;-8;DELIGHTED;NO
FEMALE;67;MARRIED;500;MOSTLY DISSATISFIED;YES
MALE;30;MARRIED;2500;PLEASED;YES
MALE;57;MARRIED;-8;MOSTLY DISSATISFIED;NO
MALE;25;SINGLE;2300;PLEASED;NO
FEMALE;49;MARRIED;350;MOSTLY SATISFIED;NO
FEMALE;81;WIDOWED;1500;MIXED;NO
MALE;26;MARRIED;1000;PLEASED;NO
FEMALE;66;WIDOWED;1000;MOSTLY SATISFIED;NO
FEMALE;40;MARRIED;9000;PLEASED;NO
MALE;32;MARRIED;3000;MOSTLY SATISFIED;NO
FEMALE;36;MARRIED;-8;PLEASED;NO
FEMALE;31;MARRIED;1000;MIXED;NO
MALE;54;MARRIED;1250;MOSTLY DISSATISFIED;YES
FEMALE;68;MARRIED;830;MOSTLY DISSATISFIED;NO
MALE;28;SINGLE;12000;PLEASED;NO
MALE;48;MARRIED;4000;PLEASED;NO
FEMALE;78;WIDOWED;1700;MIXED;NO
MALE;50;MARRIED;2000;PLEASED;NO
FEMALE;82;WIDOWED;1900;MOSTLY DISSATISFIED;NO
MALE;74;SINGLE;1800;MOSTLY SATISFIED;NO
FEMALE;18;SINGLE;NA;PLEASED;NO
FEMALE;33;MARRIED;1300;MIXED;NO
FEMALE;63;MARRIED;1700;MOSTLY DISSATISFIED;NO
FEMALE;41;MARRIED;-8;DELIGHTED;YES
FEMALE;61;MARRIED;2500;MOSTLY SATISFIED;NO
MALE;69;MARRIED;1200;MIXED;YES
MALE;24;SINGLE;-8;PLEASED;NO
MALE;31;MARRIED;2000;PLEASED;YES
FEMALE;34;MARRIED;1480;PLEASED;YES
MALE;51;SINGLE;NA;MIXED;NO
FEMALE;59;MARRIED;-8;DELIGHTED;YES
FEMALE;70;WIDOWED;2300;MIXED;YES
FEMALE;60;MARRIED;700;MOSTLY SATISFIED;NO
MALE;75;MARRIED;2550;MOSTLY SATISFIED;YES
MALE;27;SINGLE;1200;PLEASED;NO
FEMALE;17;SINGLE;NA;PLEASED;NO
MALE;62;MARRIED;-8;PLEASED;YES
FEMALE;61;WIDOWED;1080;TERRIBLE;NO
MALE;56;MARRIED;1300;NA;NO
FEMALE;23;SINGLE;1200;PLEASED;NO
MALE;78;MARRIED;900;PLEASED;YES
MALE;54;DIVORCED;1200;MIXED;YES
MALE;21;SINGLE;1500;PLEASED;NO
MALE;24;SINGLE;1800;MOSTLY SATISFIED;NO
FEMALE;66;MARRIED;1500;PLEASED;NO
FEMALE;33;MARRIED;1500;PLEASED;NO
MALE;78;MARRIED;1800;PLEASED;YES
FEMALE;81;MARRIED;NA;PLEASED;NO
FEMALE;27;MARRIED;NA;PLEASED;YES
MALE;26;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;65;WIDOWED;500;MIXED;YES
MALE;44;MARRIED;1600;MOSTLY SATISFIED;NO
MALE;22;SINGLE;900;MOSTLY SATISFIED;YES
MALE;56;MARRIED;-8;PLEASED;YES
MALE;23;SINGLE;1200;MOSTLY SATISFIED;YES
MALE;63;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;30;MARRIED;3000;MOSTLY SATISFIED;NO
FEMALE;57;MARRIED;1200;PLEASED;YES
FEMALE;53;MARRIED;485;PLEASED;NO
FEMALE;72;WIDOWED;1150;MOSTLY SATISFIED;NO
FEMALE;25;SINGLE;NA;PLEASED;YES
MALE;46;MARRIED;2800;MOSTLY SATISFIED;NO
FEMALE;41;MARRIED;1500;MIXED;NO
MALE;51;MARRIED;1500;MOSTLY SATISFIED;NO
MALE;26;MARRIED;1400;MOSTLY SATISFIED;NO
FEMALE;39;SINGLE;870;MOSTLY SATISFIED;NO
MALE;70;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;36;MARRIED;NA;PLEASED;NO
FEMALE;47;MARRIED;500;PLEASED;NO
FEMALE;64;MARRIED;1682;MOSTLY SATISFIED;NO
MALE;19;SINGLE;2000;PLEASED;YES
MALE;65;MARRIED;1300;UNHAPPY;NO
FEMALE;48;WIDOWED;930;PLEASED;NO
FEMALE;71;MARRIED;736;MOSTLY SATISFIED;NO
FEMALE;19;SINGLE;NA;PLEASED;NO
FEMALE;44;MARRIED;3000;PLEASED;NO
MALE;75;MARRIED;1000;PLEASED;NO
FEMALE;27;MARRIED;3000;PLEASED;NO
FEMALE;20;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;25;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;49;MARRIED;-8;MOSTLY SATISFIED;YES
FEMALE;30;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;36;DIVORCED;-8;MIXED;NO
MALE;56;MARRIED;2750;PLEASED;YES
FEMALE;51;MARRIED;NA;PLEASED;YES
MALE;57;MARRIED;5000;PLEASED;NO
FEMALE;26;SINGLE;800;MIXED;NO
MALE;40;MARRIED;-8;PLEASED;NO
FEMALE;84;MARRIED;158;PLEASED;NO
FEMALE;48;MARRIED;300;MIXED;YES
FEMALE;68;DIVORCED;1256;MOSTLY DISSATISFIED;NO
MALE;58;MARRIED;-8;DELIGHTED;NO
MALE;21;SINGLE;1000;PLEASED;NO
FEMALE;75;WIDOWED;1500;MIXED;NO
FEMALE;68;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;50;DIVORCED;980;MIXED;NO
FEMALE;47;MARRIED;-8;MOSTLY DISSATISFIED;NO
MALE;50;DIVORCED;1800;MOSTLY DISSATISFIED;NO
MALE;26;MARRIED;-8;PLEASED;YES
MALE;28;SINGLE;1200;PLEASED;NO
MALE;58;MARRIED;1000;PLEASED;NO
FEMALE;73;WIDOWED;1200;MIXED;NO
FEMALE;36;MARRIED;NA;MOSTLY SATISFIED;YES
MALE;50;MARRIED;2000;MIXED;NO
FEMALE;29;SINGLE;2600;PLEASED;NO
MALE;30;MARRIED;1500;PLEASED;YES
FEMALE;54;MARRIED;NA;MIXED;NO
FEMALE;42;SINGLE;500;MOSTLY DISSATISFIED;YES
MALE;50;MARRIED;1500;PLEASED;NO
MALE;58;MARRIED;1000;MOSTLY SATISFIED;YES
FEMALE;89;WIDOWED;1200;MIXED;NO
FEMALE;30;MARRIED;-8;PLEASED;YES
FEMALE;45;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;21;SINGLE;NA;DELIGHTED;NO
FEMALE;78;MARRIED;1500;MIXED;NO
FEMALE;62;WIDOWED;1200;MIXED;NO
FEMALE;47;WIDOWED;1800;MOSTLY DISSATISFIED;NO
FEMALE;25;MARRIED;-8;DELIGHTED;NO
FEMALE;48;MARRIED;1500;MOSTLY SATISFIED;NO
MALE;37;MARRIED;1100;PLEASED;NO
MALE;35;MARRIED;1200;MOSTLY SATISFIED;NO
MALE;82;MARRIED;800;MOSTLY DISSATISFIED;NO
FEMALE;61;MARRIED;2000;DELIGHTED;NO
FEMALE;44;SINGLE;2500;MOSTLY SATISFIED;YES
MALE;58;MARRIED;1000;MIXED;YES
FEMALE;47;DIVORCED;1500;MOSTLY DISSATISFIED;NO
MALE;29;SINGLE;2300;MOSTLY SATISFIED;NO
FEMALE;75;MARRIED;700;MIXED;NO
MALE;76;MARRIED;1300;PLEASED;NO
FEMALE;33;MARRIED;2000;DELIGHTED;NO
FEMALE;21;SINGLE;1300;PLEASED;YES
MALE;72;MARRIED;700;MOSTLY SATISFIED;NO
MALE;66;MARRIED;750;DELIGHTED;NO
FEMALE;35;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;53;MARRIED;1100;MOSTLY SATISFIED;NO
FEMALE;80;MARRIED;1670;PLEASED;NO
FEMALE;22;SINGLE;1000;MOSTLY SATISFIED;NO
MALE;54;MARRIED;1400;MIXED;YES
MALE;20;SINGLE;2000;PLEASED;NO
MALE;64;MARRIED;1000;MIXED;YES
MALE;64;MARRIED;940;PLEASED;NO
MALE;59;MARRIED;1000;MOSTLY SATISFIED;YES
FEMALE;34;MARRIED;1800;PLEASED;NO
FEMALE;54;MARRIED;-8;PLEASED;NO
FEMALE;76;WIDOWED;1500;MOSTLY SATISFIED;NO
FEMALE;22;SINGLE;700;PLEASED;NO
MALE;45;MARRIED;3000;DELIGHTED;NO
FEMALE;34;MARRIED;1400;PLEASED;NO
MALE;42;MARRIED;2500;MOSTLY SATISFIED;YES
MALE;64;MARRIED;2900;MOSTLY SATISFIED;NO
FEMALE;27;SINGLE;-8;MOSTLY SATISFIED;NO
MALE;24;MARRIED;2700;PLEASED;NO
MALE;39;MARRIED;2000;MOSTLY SATISFIED;NO
MALE;18;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;62;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;26;MARRIED;1000;PLEASED;NO
MALE;62;SINGLE;NA;MIXED;NO
MALE;63;MARRIED;1900;MOSTLY SATISFIED;YES
FEMALE;88;WIDOWED;900;MIXED;NO
MALE;82;WIDOWED;800;MIXED;NO
FEMALE;69;MARRIED;1050;MOSTLY SATISFIED;YES
FEMALE;75;WIDOWED;1180;MOSTLY SATISFIED;NO
FEMALE;35;SINGLE;2000;MOSTLY SATISFIED;NO
MALE;49;MARRIED;-8;NA;NO
MALE;29;SINGLE;3500;PLEASED;NO
FEMALE;47;MARRIED;2200;PLEASED;NO
MALE;57;SINGLE;900;MOSTLY SATISFIED;NO
FEMALE;47;DIVORCED;3000;MIXED;NO
FEMALE;65;MARRIED;750;PLEASED;NO
FEMALE;30;MARRIED;1700;PLEASED;NO
FEMALE;74;MARRIED;690;DELIGHTED;NO
FEMALE;46;WIDOWED;NA;MOSTLY SATISFIED;NO
FEMALE;52;MARRIED;NA;MOSTLY SATISFIED;YES
FEMALE;23;SINGLE;1200;PLEASED;NO
FEMALE;28;MARRIED;1500;PLEASED;NO
FEMALE;80;WIDOWED;1600;MIXED;NO
FEMALE;81;WIDOWED;1100;MOSTLY SATISFIED;NO
FEMALE;20;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;57;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;51;MARRIED;2500;MOSTLY SATISFIED;YES
MALE;39;SINGLE;1400;MOSTLY SATISFIED;YES
FEMALE;64;WIDOWED;670;MIXED;NO
FEMALE;26;SINGLE;1600;MOSTLY SATISFIED;YES
FEMALE;61;MARRIED;NA;PLEASED;YES
FEMALE;20;SINGLE;NA;PLEASED;NO
FEMALE;62;MARRIED;1400;MOSTLY SATISFIED;NO
MALE;56;MARRIED;2000;PLEASED;NO
FEMALE;24;SINGLE;1100;PLEASED;NO
FEMALE;83;WIDOWED;1600;PLEASED;NO
MALE;52;MARRIED;1700;MIXED;YES
MALE;53;MARRIED;2100;PLEASED;YES
MALE;44;MARRIED;890;MIXED;YES
FEMALE;20;SINGLE;NA;DELIGHTED;NO
MALE;55;MARRIED;7700;PLEASED;NO
MALE;54;MARRIED;2000;PLEASED;NO
FEMALE;20;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;52;MARRIED;1200;PLEASED;NO
MALE;56;MARRIED;1300;MOSTLY SATISFIED;NO
FEMALE;40;MARRIED;NA;PLEASED;YES
MALE;22;SINGLE;1500;MOSTLY SATISFIED;YES
FEMALE;70;WIDOWED;1450;PLEASED;NO
MALE;58;MARRIED;2000;MOSTLY SATISFIED;NO
FEMALE;33;MARRIED;1200;PLEASED;NO
MALE;52;SINGLE;-8;MIXED;YES
FEMALE;71;MARRIED;800;MOSTLY SATISFIED;NO
MALE;26;SINGLE;NA;MOSTLY SATISFIED;NO
FEMALE;60;WIDOWED;810;PLEASED;NO
FEMALE;86;WIDOWED;-8;PLEASED;NO
FEMALE;55;MARRIED;1000;PLEASED;NO
FEMALE;56;MARRIED;920;MOSTLY DISSATISFIED;NO
FEMALE;65;MARRIED;NA;MOSTLY SATISFIED;NO
MALE;58;MARRIED;NA;MOSTLY DISSATISFIED;NO
FEMALE;41;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;28;SINGLE;1500;MOSTLY SATISFIED;YES
MALE;43;MARRIED;800;PLEASED;NO
FEMALE;57;MARRIED;NA;PLEASED;NO
MALE;48;MARRIED;1500;MOSTLY SATISFIED;NO
MALE;20;SINGLE;1100;MOSTLY SATISFIED;NO
FEMALE;81;WIDOWED;900;MIXED;NO
FEMALE;61;MARRIED;700;MOSTLY SATISFIED;NO
MALE;18;SINGLE;-8;PLEASED;NO
FEMALE;74;MARRIED;1281;PLEASED;NO
FEMALE;76;SINGLE;1700;MOSTLY DISSATISFIED;NO
FEMALE;40;MARRIED;1700;MOSTLY SATISFIED;NO
FEMALE;25;SINGLE;-8;PLEASED;NO
FEMALE;44;MARRIED;-8;PLEASED;NO
FEMALE;59;MARRIED;-8;PLEASED;NO
FEMALE;53;MARRIED;-8;MOSTLY SATISFIED;YES
MALE;32;MARRIED;1400;PLEASED;NO
FEMALE;45;MARRIED;1200;PLEASED;NO
FEMALE;40;MARRIED;-8;MOSTLY SATISFIED;NO
MALE;68;MARRIED;760;MIXED;YES
MALE;78;MARRIED;1600;PLEASED;YES
MALE;47;MARRIED;NA;MIXED;YES
MALE;49;MARRIED;NA;MOSTLY DISSATISFIED;YES
FEMALE;33;MARRIED;-8;PLEASED;NO
MALE;47;MARRIED;2000;MIXED;NO
FEMALE;50;MARRIED;1300;MOSTLY SATISFIED;NO
MALE;17;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;68;MARRIED;3000;MOSTLY SATISFIED;NO
FEMALE;34;DIVORCED;1400;MOSTLY DISSATISFIED;NO
FEMALE;87;WIDOWED;1300;PLEASED;NO
FEMALE;64;MARRIED;580;MIXED;NO
FEMALE;60;MARRIED;NA;MIXED;NO
FEMALE;60;MARRIED;1000;PLEASED;NO
FEMALE;73;WIDOWED;1030;PLEASED;YES
MALE;62;MARRIED;2200;MOSTLY SATISFIED;NO
MALE;22;SINGLE;-8;DELIGHTED;NO
FEMALE;75;MARRIED;2000;MOSTLY SATISFIED;NO
MALE;74;SINGLE;1000;MIXED;NO
FEMALE;51;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;38;MARRIED;1200;MOSTLY SATISFIED;NO
MALE;57;MARRIED;3000;MOSTLY SATISFIED;NO
FEMALE;37;MARRIED;2200;PLEASED;NO
MALE;60;SINGLE;440;UNHAPPY;YES
FEMALE;38;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;77;WIDOWED;500;MIXED;NO
FEMALE;69;WIDOWED;1300;PLEASED;NO
MALE;66;MARRIED;2800;MOSTLY SATISFIED;NO
MALE;82;MARRIED;2300;PLEASED;NO
MALE;55;MARRIED;1600;PLEASED;YES
MALE;63;MARRIED;1600;PLEASED;NO
FEMALE;67;WIDOWED;1300;PLEASED;NO
FEMALE;58;MARRIED;700;PLEASED;NO
MALE;48;MARRIED;-8;PLEASED;NO
FEMALE;62;MARRIED;800;PLEASED;NO
FEMALE;35;MARRIED;-8;MOSTLY DISSATISFIED;NO
MALE;48;MARRIED;955;MIXED;YES
FEMALE;17;SINGLE;NA;PLEASED;NO
FEMALE;50;MARRIED;-8;PLEASED;YES
FEMALE;39;MARRIED;4500;MOSTLY SATISFIED;NO
MALE;63;MARRIED;3000;MOSTLY SATISFIED;NO
FEMALE;50;MARRIED;2200;PLEASED;YES
FEMALE;37;DIVORCED;2400;PLEASED;NO
FEMALE;60;MARRIED;853;MOSTLY SATISFIED;NO
MALE;77;MARRIED;1500;PLEASED;NO
FEMALE;64;MARRIED;1200;MOSTLY SATISFIED;NO
FEMALE;78;WIDOWED;2000;PLEASED;NO
FEMALE;62;MARRIED;1297;PLEASED;NO
MALE;64;MARRIED;766;MOSTLY SATISFIED;YES
FEMALE;76;WIDOWED;1000;MOSTLY SATISFIED;NO
FEMALE;79;WIDOWED;730;MOSTLY DISSATISFIED;YES
FEMALE;40;SINGLE;3000;MOSTLY SATISFIED;NO
FEMALE;21;SINGLE;520;PLEASED;NO
FEMALE;73;WIDOWED;750;MOSTLY SATISFIED;NO
FEMALE;58;MARRIED;1300;MOSTLY SATISFIED;NO
FEMALE;16;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;51;MARRIED;500;MOSTLY SATISFIED;NO
MALE;36;SINGLE;3000;DELIGHTED;YES
FEMALE;40;MARRIED;1500;MOSTLY SATISFIED;NO
FEMALE;35;MARRIED;4000;MOSTLY SATISFIED;NO
FEMALE;33;MARRIED;NA;DELIGHTED;NO
MALE;30;SINGLE;1700;MIXED;YES
MALE;62;MARRIED;1000;PLEASED;NO
FEMALE;16;SINGLE;NA;PLEASED;NO
FEMALE;23;SINGLE;400;MOSTLY SATISFIED;NO
MALE;76;DE FACTO SEPARATED;1000;MIXED;YES
MALE;53;MARRIED;1500;MOSTLY SATISFIED;YES
FEMALE;69;WIDOWED;2600;MOSTLY SATISFIED;NO
FEMALE;74;SINGLE;1000;MOSTLY SATISFIED;YES
FEMALE;31;MARRIED;NA;MOSTLY SATISFIED;NO
FEMALE;22;MARRIED;1100;PLEASED;NO
MALE;17;SINGLE;-8;MOSTLY SATISFIED;NO
FEMALE;47;MARRIED;-8;PLEASED;YES
FEMALE;55;MARRIED;3000;PLEASED;NO
FEMALE;43;MARRIED;1500;MIXED;NO
FEMALE;50;SINGLE;710;MOSTLY DISSATISFIED;NO
FEMALE;37;MARRIED;1600;MOSTLY SATISFIED;NO
MALE;25;SINGLE;NA;PLEASED;NO
MALE;77;MARRIED;1100;PLEASED;NO
MALE;43;MARRIED;5000;PLEASED;YES
MALE;35;SINGLE;800;MOSTLY SATISFIED;YES
MALE;53;MARRIED;800;MOSTLY DISSATISFIED;YES
MALE;46;MARRIED;2000;PLEASED;NO
FEMALE;64;WIDOWED;1500;MOSTLY SATISFIED;NO
FEMALE;29;SINGLE;1385;PLEASED;NO
MALE;60;MARRIED;1200;MOSTLY SATISFIED;YES
FEMALE;35;MARRIED;1800;MIXED;YES
FEMALE;55;WIDOWED;2500;MIXED;YES
FEMALE;33;MARRIED;-8;MOSTLY SATISFIED;NO
FEMALE;53;SINGLE;1461;MIXED;YES
FEMALE;32;MARRIED;1500;PLEASED;NO
FEMALE;19;SINGLE;-8;PLEASED;NO
FEMALE;58;MARRIED;680;MOSTLY SATISFIED;YES
MALE;37;MARRIED;11000;PLEASED;NO
MALE;37;MARRIED;3000;PLEASED;YES
FEMALE;38;MARRIED;NA;PLEASED;YES
FEMALE;26;SINGLE;NA;PLEASED;YES
MALE;56;SINGLE;2000;MIXED;NO
MALE;38;SINGLE;2100;MOSTLY SATISFIED;NO
FEMALE;63;MARRIED;1300;MOSTLY SATISFIED;NO
MALE;19;SINGLE;NA;MOSTLY SATISFIED;NO
MALE;44;MARRIED;1000;UNHAPPY;YES
FEMALE;44;MARRIED;1400;PLEASED;YES
FEMALE;67;MARRIED;3000;MOSTLY SATISFIED;NO
